common_name,scientific_name,latitude,longitude,observed_on,grid_id
Carancho,Caracara plancus,-54.7865887252,-68.2111331719,2007-12-12,281
Golondrina patagónica,Tachycineta leucopyga,-54.846784,-68.57993,2007-01-13,184
Cachudito pico negro,Anairetes parulus,-54.846784,-68.57993,2007-01-13,184
Zorzal patagónico,Turdus falcklandii,-54.846784,-68.57993,2007-01-13,184
Zorzal patagónico,Turdus falcklandii,-54.846784,-68.57993,2007-01-13,184
Comesebo patagónico,Phrygilus patagonicus,-54.846784,-68.57993,2007-01-13,184
Zorzal patagónico,Turdus falcklandii,-54.7949518548,-68.2280030202,2007-01-19,235
Loica,Leistes loyca,-54.7949518548,-68.2280030202,2007-01-19,235
Cabecitanegra austral,Spinus barbatus,-54.7949518548,-68.2280030202,2007-01-19,235
Fiofío silbón,Elaenia albiceps,-54.7949518548,-68.2280030202,2007-01-19,235
Cabecitanegra austral,Spinus barbatus,-54.7939925408,-68.2273090135,2007-01-19,281
Matamico blanco,Daptrius albogularis,-54.787485011,-68.217331196,2007-01-19,281
Carancho,Caracara plancus,-54.787485011,-68.217331196,2007-01-19,281
Dormilona cara negra,Muscisaxicola maclovianus,-54.7885817213,-68.2135573212,2007-01-19,281
Ratona,Troglodytes musculus,-54.7885817213,-68.2135573212,2007-01-19,281
Diucón,Pyrope pyrope,-54.7885322317,-68.2117800053,2007-01-19,281
Ratona,Troglodytes musculus,-54.7885322317,-68.2117800053,2007-01-19,281
Picolezna patagónico,Pygarrhichas albogularis,-54.7885322317,-68.2117800053,2007-01-19,281
Pato Crestón,Lophonetta specularioides,-54.8096893865,-68.310664357,2018-01-25,233
Comesebo patagónico,Phrygilus patagonicus,-54.8309644868,-68.5748892354,2019-07-05,230
Zorzal patagónico,Turdus falcklandii,-54.8309644868,-68.5748892354,2019-07-06,230
Rayadito,Aphrastura spinicauda,-54.8309644868,-68.5748892354,2019-07-06,230
Chimango,Daptrius chimango,-54.8309644868,-68.5748892354,2019-07-06,230
Chimango,Daptrius chimango,-54.8309644868,-68.5748892354,2019-07-06,230
Chimango,Daptrius chimango,-54.8309644868,-68.5748892354,2019-07-06,230
Chimango,Daptrius chimango,-54.8309644868,-68.5748892354,2019-07-06,230
Chimango,Daptrius chimango,-54.8309644868,-68.5748892354,2019-07-06,230
Diucón,Pyrope pyrope,-54.8309644868,-68.5748892354,2019-07-06,230
Zorzal patagónico,Turdus falcklandii,-54.8309644868,-68.5748892354,2019-07-06,230
Rayadito,Aphrastura spinicauda,-54.7880241091,-68.211438429,2007-01-19,281
Rayadito,Aphrastura spinicauda,-54.7896226294,-68.2113676304,2007-01-19,281
Remolinera parda,Cinclodes fuscus,-54.7896226294,-68.2113676304,2007-01-19,281
Comesebo patagónico,Phrygilus patagonicus,-54.7913682405,-68.2076271537,2007-01-19,281
Dormilona cara negra,Muscisaxicola maclovianus,-54.7913682405,-68.2076271537,2007-01-19,281
Comesebo patagónico,Phrygilus patagonicus,-54.7950303844,-68.2107777783,2007-01-19,235
Comesebo patagónico,Phrygilus patagonicus,-54.7950303844,-68.2107777783,2007-01-19,235
Carancho,Caracara plancus,-54.7950303844,-68.2107777783,2007-01-19,235
Cachudito pico negro,Anairetes parulus,-54.7950303844,-68.2107777783,2007-01-19,235
Diucón,Pyrope pyrope,-54.7950303844,-68.2107777783,2007-01-19,235
Fiofío silbón,Elaenia albiceps,-54.7963418195,-68.2119010298,2007-01-19,235
Zorzal patagónico,Turdus falcklandii,-54.7963418195,-68.2119010298,2007-01-19,235
Dormilona cara negra,Muscisaxicola maclovianus,-54.6951604214,-68.2419090686,2008-02-05,372
Remolinera parda,Cinclodes fuscus,-54.6951604214,-68.2419090686,2008-02-05,372
Tero,Vanellus chilensis,-54.6891378839,-68.2223293274,2008-02-05,373
Esparvero austral,Astur chilensis,-54.6153710445,-68.2844267595,2008-02-06,418
Churrín andino,Scytalopus magellanicus,-54.6058813272,-68.079246873,2008-02-08,466
Petrel plateado,Fulmarus glacialoides,-54.80993176,-68.31209693,2019-08-12,233
Comesebo patagónico,Phrygilus patagonicus,-54.8193324642,-68.1705346067,2007-01-24,235
Cormorán cuello negro,Leucocarbo magellanicus,-54.8193324642,-68.1705346067,2007-01-24,235
Comesebo patagónico,Phrygilus patagonicus,-54.8202581342,-68.1466074855,2007-01-24,236
Cormorán cuello negro,Leucocarbo magellanicus,-54.8202581342,-68.1466074855,2007-01-24,236
Ostrero negro,Haematopus ater,-54.8202581342,-68.1466074855,2007-01-24,236
Sobrepuesto austral,Lessonia rufa,-54.8202581342,-68.1466074855,2007-01-24,236
Ratona,Troglodytes musculus,-54.8202581342,-68.1466074855,2007-01-24,236
Cabecitanegra austral,Spinus barbatus,-54.8202581342,-68.1466074855,2007-01-24,236
Comesebo patagónico,Phrygilus patagonicus,-54.8244424721,-68.114696384,2007-01-24,236
Remolinera araucana,Cinclodes patagonicus,-54.8244424721,-68.114696384,2007-01-24,236
Chimango,Daptrius chimango,-54.8311297522,-68.0830593978,2007-01-24,236
Ostrero negro,Haematopus ater,-54.8311297522,-68.0830593978,2007-01-24,236
Comesebo patagónico,Phrygilus patagonicus,-54.8311297522,-68.0830593978,2007-01-24,236
Rayadito,Aphrastura spinicauda,-54.8311297522,-68.0830593978,2007-01-24,236
Picolezna patagónico,Pygarrhichas albogularis,-54.8335174347,-68.0677334801,2007-01-24,237
Dormilona cara negra,Muscisaxicola maclovianus,-54.8335174347,-68.0677334801,2007-01-24,237
Dormilona cara negra,Muscisaxicola maclovianus,-54.8418953545,-68.0442382612,2007-01-24,191
Gaviota cocinera,Larus dominicanus,-54.7990033962,-68.2341985349,2007-01-14,234
Gaviota cocinera,Larus dominicanus,-54.7990033962,-68.2341985349,2007-01-14,234
Gaviota cocinera,Larus dominicanus,-54.7990033962,-68.2341985349,2007-01-14,234
Ostrero austral,Haematopus leucopodus,-54.7990033962,-68.2341985349,2007-01-14,234
Ostrero negro,Haematopus ater,-54.7990033962,-68.2341985349,2007-01-14,234
Gaviota cocinera,Larus dominicanus,-54.7990033962,-68.2341985349,2007-01-14,234
Sobrepuesto austral,Lessonia rufa,-54.7990033962,-68.2341985349,2007-01-14,234
Pato maicero,Anas georgica,-54.7990033962,-68.2341985349,2007-01-14,234
Pato Crestón,Lophonetta specularioides,-54.7990033962,-68.2341985349,2007-01-14,234
Cabecitanegra austral,Spinus barbatus,-54.7990033962,-68.2341985349,2007-01-14,234
Cabecitanegra austral,Spinus barbatus,-54.5323876376,-67.2017528483,2017-04-22,524
Quetro volador,Tachyeres patachonicus,-54.8073461994,-68.3023896874,2019-09-07,234
Gaviota cocinera,Larus dominicanus,-54.8074537034,-68.3024269498,2019-09-07,234
Garza bruja,Nycticorax nycticorax,-54.8073578232,-68.3021811013,2019-09-07,234
Ostrero negro,Haematopus ater,-54.8061831599,-68.2982860098,2019-09-07,234
Quetro volador,Tachyeres patachonicus,-54.8123526824,-68.3149080352,2019-10-09,233
Pato cuchara,Spatula platalea,-54.8172199631,-68.3167292923,2019-10-09,233
Chingolo,Zonotrichia capensis,-53.6905571843,-67.842335701,2019-10-13,1390
Carancho,Caracara plancus,-54.8327716667,-68.5629883333,2019-10-12,230
Agachona patagónica,Attagis malouinus,-54.68444,-67.85861,2017-10-16,377
Dormilona fraile,Muscisaxicola flavinucha,-54.6859117779,-67.8625552149,2017-10-16,377
Cisne cuello negro,Cygnus melancoryphus,-54.8445033935,-68.5698044822,2017-10-17,184
Caburé grande,Glaucidium nana,-54.8432569877,-68.5405897773,2017-10-17,184
Comesebo patagónico,Phrygilus patagonicus,-54.8078294888,-68.3487330541,2017-10-18,233
Tero,Vanellus chilensis,-54.8171055217,-68.3194009455,2017-11-06,233
Ganso común doméstico,Anser anser,-54.8099267,-68.3165454,2019-11-02,233
Gaviotín sudamericano,Sterna hirundinacea,-54.810711,-68.314352,2019-11-12,233
Carancho,Caracara plancus,-54.8298484668,-68.3260445388,2017-08-21,233
Carancho,Caracara plancus,-54.829796841,-68.326645354,2017-08-21,233
Carancho,Caracara plancus,-54.8300563954,-68.3263020312,2017-08-21,233
Carancho,Caracara plancus,-54.8459861596,-68.3201142868,2015-08-04,187
Carancho,Caracara plancus,-54.8459449098,-68.3203610502,2015-08-04,187
Quetro volador,Tachyeres patachonicus,-54.8560693464,-68.5717880531,2019-10-06,184
Gorrión Doméstico,Passer domesticus,-54.8367078693,-68.3507219549,2019-10-17,233
Zorzal patagónico,Turdus falcklandii,-54.8367078693,-68.3507219549,2019-10-17,233
Ratona,Troglodytes musculus,-54.8367078693,-68.3507219549,2019-10-17,233
Gaviota cocinera,Larus dominicanus,-54.8367078693,-68.3507219549,2019-10-17,233
Pato Overo,Mareca sibilatrix,-54.8367078693,-68.3507219549,2019-10-17,233
Gorrión Doméstico,Passer domesticus,-54.8112556531,-68.3178129815,2019-10-17,233
Jote cabeza colorada,Cathartes aura,-54.8112556531,-68.3178129815,2019-10-17,233
Biguá,Nannopterum brasilianum,-54.8112556531,-68.3178129815,2019-10-17,233
Garza bruja,Nycticorax nycticorax,-54.8112556531,-68.3178129815,2019-10-17,233
Garza bruja,Nycticorax nycticorax,-54.8112556531,-68.3178129815,2019-10-17,233
Gaviota cocinera,Larus dominicanus,-54.8112556531,-68.3178129815,2019-10-17,233
Pato Crestón,Lophonetta specularioides,-54.8112556531,-68.3178129815,2019-10-17,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8112556531,-68.3178129815,2019-10-17,233
Quetro volador,Tachyeres patachonicus,-54.8112556531,-68.3178129815,2019-10-17,233
Quetro volador,Tachyeres patachonicus,-54.8112556531,-68.3178129815,2019-10-17,233
Cormorán imperial,Leucocarbo atriceps,-54.8112556531,-68.3178129815,2019-10-17,233
Pato cuchara,Spatula platalea,-54.8112556531,-68.3178129815,2019-10-17,233
Pato maicero,Anas georgica,-54.8112556531,-68.3178129815,2019-10-17,233
Cabecitanegra austral,Spinus barbatus,-54.8112556531,-68.3178129815,2019-10-17,233
Chingolo,Zonotrichia capensis,-54.8112556531,-68.3178129815,2019-10-17,233
Pato maicero,Anas georgica,-54.8112556531,-68.3178129815,2019-10-17,233
Tero,Vanellus chilensis,-54.8112556531,-68.3178129815,2019-10-17,233
Biguá,Nannopterum brasilianum,-54.8112556531,-68.3178129815,2019-10-17,233
Ostrero negro,Haematopus ater,-54.8112556531,-68.3178129815,2019-10-17,233
Chimango,Daptrius chimango,-54.8112556531,-68.3178129815,2019-10-17,233
Ostrero austral,Haematopus leucopodus,-54.8367078693,-68.3507219549,2019-10-17,233
Quetro volador,Tachyeres patachonicus,-54.8367078693,-68.3507219549,2019-10-17,233
Cabecitanegra austral,Spinus barbatus,-54.8367078693,-68.3507219549,2019-10-17,233
Chingolo,Zonotrichia capensis,-54.8367078693,-68.3507219549,2019-10-17,233
Tero,Vanellus chilensis,-54.8367078693,-68.3507219549,2019-10-17,233
Sobrepuesto austral,Lessonia rufa,-54.8367078693,-68.3507219549,2019-10-17,233
Bandurria austral,Theristicus melanopis,-54.8367078693,-68.3507219549,2019-10-17,233
Zorzal patagónico,Turdus falcklandii,-54.8410856287,-68.5612106741,2019-10-18,184
Pato Crestón,Lophonetta specularioides,-54.8410856287,-68.5612106741,2019-10-18,184
Cachaña,Enicognathus ferrugineus,-54.8410856287,-68.5612106741,2019-10-18,184
Diucón,Pyrope pyrope,-54.8410856287,-68.5612106741,2019-10-18,184
Pato Crestón,Lophonetta specularioides,-54.8367078693,-68.3507219549,2019-10-18,233
Playerito unicolor,Calidris bairdii,-54.8367078693,-68.3507219549,2019-10-18,233
Carancho,Caracara plancus,-54.8367078693,-68.3507219549,2019-10-18,233
Chimango,Daptrius chimango,-54.8367078693,-68.3507219549,2019-10-18,233
Sobrepuesto austral,Lessonia rufa,-54.8367078693,-68.3507219549,2019-10-18,233
Gorrión Doméstico,Passer domesticus,-54.8367078693,-68.3507219549,2019-10-18,233
Sobrepuesto austral,Lessonia rufa,-54.5204580985,-67.2371272925,2019-11-18,570
Bandurria austral,Theristicus melanopis,-54.8467045,-68.48035112,2019-11-21,185
Gorrión Doméstico,Passer domesticus,-54.8170469436,-68.3245370884,2019-11-21,233
Chimango,Daptrius chimango,-54.8183929438,-68.3537578488,2019-11-21,233
Bandurria austral,Theristicus melanopis,-54.843,-68.564,2019-10-18,184
Pato maicero,Anas georgica,-54.843,-68.564,2019-10-18,184
Loica,Leistes loyca,-54.581663937,-67.335954986,2019-11-23,476
Sobrepuesto austral,Lessonia rufa,-54.54160795,-67.2250926392,2019-11-23,524
Sobrepuesto austral,Lessonia rufa,-54.3525380531,-67.4374805838,2019-11-22,705
Loica,Leistes loyca,-54.510875054,-67.1929896623,2019-11-24,570
Sobrepuesto austral,Lessonia rufa,-54.510875054,-67.1929896623,2019-11-24,570
Pato Overo,Mareca sibilatrix,-54.510875054,-67.1929896623,2019-11-24,570
Sobrepuesto austral,Lessonia rufa,-54.5306258677,-67.2015291452,2019-11-24,524
Rayadito,Aphrastura spinicauda,-54.837447512,-68.3624497734,2019-11-24,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8402217331,-68.3649876598,2019-11-24,187
Zorzal patagónico,Turdus falcklandii,-54.759847126,-68.2486591663,2019-11-23,280
Remolinera araucana,Cinclodes patagonicus,-54.8413604968,-68.3618959495,2019-11-24,187
Carancho,Caracara plancus,-54.8413604968,-68.3618959495,2019-11-24,187
Gaviota cocinera,Larus dominicanus,-54.8413604968,-68.3618959495,2019-11-24,187
Pato Crestón,Lophonetta specularioides,-54.8413604968,-68.3618959495,2019-11-24,187
Tero,Vanellus chilensis,-54.8413604968,-68.3618959495,2019-11-24,187
Chingolo,Zonotrichia capensis,-54.8413604968,-68.3618959495,2019-11-24,187
Sobrepuesto austral,Lessonia rufa,-54.8413604968,-68.3618959495,2019-11-24,187
Playero Zancudo,Calidris himantopus,-53.7830740924,-67.7279190347,2019-11-24,1299
Gallareta chica,Fulica leucoptera,-53.8186780053,-67.6820750535,2019-11-23,1254
Sobrepuesto austral,Lessonia rufa,-54.8386619672,-68.3613530906,2019-11-25,233
Chimango,Daptrius chimango,-54.8392762066,-68.3632410305,2019-11-25,187
Ostrero austral,Haematopus leucopodus,-54.8400176121,-68.3629406231,2019-11-25,187
Pato Crestón,Lophonetta specularioides,-54.8110270079,-68.3077160463,2019-11-19,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8149837808,-68.3156124696,2019-11-19,233
Tero,Vanellus chilensis,-54.8179511062,-68.3128658876,2019-11-19,233
Pato cuchara,Spatula platalea,-54.8174025381,-68.3163122742,2019-11-19,233
Pato maicero,Anas georgica,-54.8102356068,-68.3142391786,2019-11-19,233
Chingolo,Zonotrichia capensis,-54.8134011181,-68.3149258241,2019-11-19,233
Garza bruja,Nycticorax nycticorax,-54.8154998538,-68.3185923717,2019-11-19,233
Gaviota cocinera,Larus dominicanus,-54.8056847497,-68.302566205,2019-11-19,234
Rayadito,Aphrastura spinicauda,-54.7996849276,-68.3650509462,2019-11-20,233
Comesebo patagónico,Phrygilus patagonicus,-54.8014347743,-68.3581562728,2019-11-20,233
Zorzal patagónico,Turdus falcklandii,-54.8022263478,-68.3619328231,2019-11-20,233
Dormilona cara negra,Muscisaxicola maclovianus,-54.7897418306,-68.3888692121,2019-11-20,278
Ratona,Troglodytes musculus,-54.7867650599,-68.4019934867,2019-11-20,278
Picolezna patagónico,Pygarrhichas albogularis,-54.7969555574,-68.386582688,2019-11-20,232
Cabecitanegra austral,Spinus barbatus,-54.7995283996,-68.3769696508,2019-11-20,233
Remolinera araucana,Cinclodes patagonicus,-54.8078395398,-68.300065354,2019-11-20,234
Becasina Patagónica,Gallinago magellanica,-54.8396521657,-68.3123016357,2019-11-21,187
Matamico blanco,Daptrius albogularis,-54.7906133175,-68.2227867012,2019-11-21,281
Águila mora,Geranoaetus melanoleucus,-54.7924127048,-68.2214065202,2019-11-21,281
Cachaña,Enicognathus ferrugineus,-54.8727926246,-67.5812378785,2019-11-21,197
Golondrina patagónica,Tachycineta leucopyga,-54.8596734281,-67.5261616389,2019-11-21,198
Cachudito pico negro,Anairetes parulus,-54.8526431078,-68.5980745367,2019-11-22,184
Fiofío silbón,Elaenia albiceps,-54.8455043953,-68.6005730334,2019-11-22,184
Cormorán imperial,Leucocarbo atriceps,-54.8478993613,-68.5954300179,2019-11-22,184
Gorrión Doméstico,Passer domesticus,-54.8328738171,-68.5940567268,2019-11-22,230
Tordo patagónico,Curaeus curaeus,-54.8352466434,-68.5970409449,2019-11-22,230
Gaviota cocinera,Larus dominicanus,-54.8099057164,-68.3115277338,2019-11-19,233
Quetro volador,Tachyeres patachonicus,-54.8100920616,-68.3126761956,2019-11-19,233
Tero,Vanellus chilensis,-54.8146405396,-68.3099148086,2019-11-19,233
Pato cuchara,Spatula platalea,-54.8170750744,-68.3177254012,2019-11-19,233
Garza bruja,Nycticorax nycticorax,-54.8124120466,-68.3191300256,2019-11-19,233
Rayadito,Aphrastura spinicauda,-54.8017311631,-68.3580622186,2019-11-20,233
Dormilona cara negra,Muscisaxicola maclovianus,-54.7884818958,-68.3984662816,2019-11-20,278
Águila mora,Geranoaetus melanoleucus,-54.7894945894,-68.2182626568,2019-11-21,281
Chingolo,Zonotrichia capensis,-54.8423549287,-67.6470499377,2019-11-21,196
Comesebo patagónico,Phrygilus patagonicus,-54.8470993271,-67.6470499377,2019-11-21,196
Cachaña,Enicognathus ferrugineus,-54.845517923,-67.6017313342,2019-11-21,197
Cachudito pico negro,Anairetes parulus,-54.8556322116,-68.5749231355,2019-11-22,184
Fiofío silbón,Elaenia albiceps,-54.8558947284,-68.5760766573,2019-11-22,184
Zorzal patagónico,Turdus falcklandii,-54.8597977034,-68.5607283855,2019-11-22,184
Diucón,Pyrope pyrope,-54.8461292383,-68.5807861854,2019-11-22,184
Golondrina patagónica,Tachycineta leucopyga,-54.8461356382,-68.5805296137,2019-11-22,184
Bandurria austral,Theristicus melanopis,-54.8464294696,-68.4821299881,2019-11-22,185
Carancho,Caracara plancus,-54.8368684945,-68.4916348052,2019-11-23,231
Loica,Leistes loyca,-53.7911687882,-67.6725331703,2019-11-23,1300
Chorlo cabezón,Oreopholus ruficollis,-53.7086872163,-68.077608014,2019-11-24,1386
Chorlito doble collar,Anarhynchus falklandicus,-53.7047661908,-68.0735650486,2019-11-24,1387
Becasina Patagónica,Gallinago magellanica,-54.8386373017,-68.3633995418,2019-11-25,233
Ostrero austral,Haematopus leucopodus,-54.8387355874,-68.3575565832,2019-11-25,233
Sobrepuesto austral,Lessonia rufa,-54.8699951288,-67.443374679,2019-11-21,199
Monjita chocolate,Neoxolmis rufiventris,-53.6906342522,-68.0958884825,2019-11-24,1386
Cormorán cuello negro,Leucocarbo magellanicus,-53.8447992341,-67.5426330585,2019-11-24,1256
Playerito rabadilla blanca,Calidris fuscicollis,-54.8356462506,-68.3472523234,2019-11-25,233
Pato Overo,Mareca sibilatrix,-54.8316194732,-68.3116793634,2019-11-30,233
Pato maicero,Anas georgica,-54.8316194732,-68.3116793634,2019-11-30,233
Pato cuchara,Spatula platalea,-54.8316194732,-68.3116793634,2019-11-30,233
Pato Crestón,Lophonetta specularioides,-54.8316194732,-68.3116793634,2019-11-30,233
Comesebo patagónico,Phrygilus patagonicus,-54.8444215965,-68.5637855542,2017-06-10,184
Loica,Leistes loyca,-54.820918103,-68.3245311156,2019-12-01,233
Quetro volador,Tachyeres patachonicus,-54.8733473259,-67.335344553,2013-02-16,200
Cachudito pico negro,Anairetes parulus,-54.841991149,-68.5665526941,2019-12-04,184
Rayadito,Aphrastura spinicauda,-54.8432847,-68.5540329,2019-12-01,184
Loica,Leistes loyca,-54.8206032244,-68.3247369218,2019-12-11,233
Chingolo,Zonotrichia capensis,-54.801071,-68.281622,2017-12-03,234
Tordo patagónico,Curaeus curaeus,-54.8196203,-68.3240177,2019-12-14,233
Chingolo,Zonotrichia capensis,-54.8189941,-68.3244328,2019-12-14,233
Gaviota cocinera,Larus dominicanus,-54.801071,-68.281622,2017-12-03,234
Gaviota cocinera,Larus dominicanus,-54.801071,-68.281622,2017-12-03,234
Cormorán imperial,Leucocarbo atriceps,-54.801071,-68.281622,2017-12-03,234
Gaviota cocinera,Larus dominicanus,-54.801071,-68.281622,2017-12-03,234
Paloma Doméstica,Columba livia,-54.801071,-68.281622,2017-12-03,234
Cormorán imperial,Leucocarbo atriceps,-54.801071,-68.281622,2017-12-03,234
Paloma Doméstica,Columba livia,-54.801071,-68.281622,2017-12-03,234
Gaviota cocinera,Larus dominicanus,-54.801071,-68.281622,2017-12-03,234
Gorrión Doméstico,Passer domesticus,-54.801071,-68.281622,2017-12-03,234
Golondrina patagónica,Tachycineta leucopyga,-54.816995531,-68.3186005066,2019-12-14,233
Gorrión Doméstico,Passer domesticus,-54.801071,-68.281622,2017-12-03,234
